0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:12 -0700] "GET /midp/hits HTTP/1.1" 404 1087
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:18 -0700] "GET /midp/login HTTP/1.1" 200 271
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:27 -0700] "GET /midp/home?id=11111 HTTP/1.1" 200 670
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:32 -0700] "GET /midp/viewpostings?id=11111 HTTP/1.1" 200 470
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:33 -0700] "GET /midp/viewpostings?action=Right&id=11111 HTTP/1.1" 200 470
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:35 -0700] "GET /midp/viewpostings?action=Right&id=11111 HTTP/1.1" 200 470
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:36 -0700] "GET /midp/viewpostings?action=Left&id=11111 HTTP/1.1" 200 470
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:36 -0700] "GET /midp/viewpostings?action=Left&id=11111 HTTP/1.1" 200 470
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:38 -0700] "GET /midp/viewpostings?action=Right&id=11111 HTTP/1.1" 200 470
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:38 -0700] "GET /midp/viewpostings?action=Right&id=11111 HTTP/1.1" 200 470
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:39 -0700] "GET /midp/viewpostings?action=Right&id=11111 HTTP/1.1" 200 470
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:42 -0700] "GET /midp/viewpostings?action=Left&id=11111 HTTP/1.1" 200 470
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:42 -0700] "GET /midp/viewpostings?action=Left&id=11111 HTTP/1.1" 200 470
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:42 -0700] "GET /midp/viewpostings?action=Left&id=11111 HTTP/1.1" 200 470
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:42 -0700] "GET /midp/viewpostings?action=Left&id=11111 HTTP/1.1" 200 470
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:43 -0700] "GET /midp/viewpostings?action=Left&id=11111 HTTP/1.1" 200 470
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:43 -0700] "GET /midp/viewpostings?action=Right&id=11111 HTTP/1.1" 200 470
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:38:44 -0700] "GET /midp/viewpostings?action=Right&id=11111 HTTP/1.1" 200 470
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:46:25 -0700] "GET /midp/login HTTP/1.1" 200 271
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:46:31 -0700] "GET /midp/home?id=11111 HTTP/1.1" 200 670
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:46:33 -0700] "GET /midp/viewpostings?id=11111 HTTP/1.1" 200 470
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:57:31 -0700] "GET /midp/login HTTP/1.1" 200 271
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:57:37 -0700] "GET /midp/home?id=11111 HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:57:49 -0700] "GET /midp/viewpostings?id=11111&action=view HTTP/1.1" 200 486
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:57:53 -0700] "GET /midp/viewpostings?action=Right&id=11111 HTTP/1.1" 200 486
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:57:54 -0700] "GET /midp/viewpostings?action=Left&id=11111 HTTP/1.1" 200 486
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:59:34 -0700] "GET /midp/login HTTP/1.1" 200 271
0:0:0:0:0:0:0:1 - - [02/Apr/2020:12:59:39 -0700] "GET /midp/home?id=11111 HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:00:15 -0700] "GET /midp/viewpostings?id=11111&action=view HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:00:18 -0700] "GET /midp/viewpostings?action=Right&id=11111 HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:00:19 -0700] "GET /midp/viewpostings?action=Left&id=11111 HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:00:28 -0700] "GET /midp/login HTTP/1.1" 200 271
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:00:38 -0700] "GET /midp/home?id=0003 HTTP/1.1" 500 1652
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:04:14 -0700] "GET /midp/home?id=00003 HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:04:16 -0700] "GET /midp/viewpostings?id=00003&action=view HTTP/1.1" 200 407
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:04:18 -0700] "GET /midp/home?id=00003 HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:04:28 -0700] "GET /midp/login HTTP/1.1" 200 271
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:04:48 -0700] "GET /midp/home?id=11111 HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:04:50 -0700] "GET /midp/viewpostings?id=11111&action=view HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:04:56 -0700] "GET /midp/home?id=11111 HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:04:58 -0700] "GET /midp/viewpostings?id=11111&action=view HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:04:59 -0700] "GET /midp/viewpostings?action=Right&id=11111 HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:05:00 -0700] "GET /midp/viewpostings?action=Right&id=11111 HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:05:02 -0700] "GET /midp/viewpostings?action=Left&id=11111 HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:05:03 -0700] "GET /midp/viewpostings?action=Left&id=11111 HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:05:03 -0700] "GET /midp/viewpostings?action=Left&id=11111 HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:05:05 -0700] "GET /midp/viewpostings?action=Right&id=11111 HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:05:06 -0700] "GET /midp/home?id=11111 HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:06:21 -0700] "GET /midp/login HTTP/1.1" 200 271
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:06:29 -0700] "GET /midp/home?id=16 HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:07:29 -0700] "GET /midp/viewpostings?id=00016&action=view HTTP/1.1" 200 407
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:07:33 -0700] "GET /midp/home?id=00016 HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:07:37 -0700] "GET /midp/viewpostings?id=00016&action=view HTTP/1.1" 200 407
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:07:39 -0700] "GET /midp/home?id=00016 HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:07:41 -0700] "GET /midp/search?id=00016 HTTP/1.1" 200 848
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:07:44 -0700] "POST /midp/search HTTP/1.1" 500 1746
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:07:50 -0700] "GET /midp/home?id=00016 HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:07:51 -0700] "GET /midp/viewoffers?id=00016 HTTP/1.1" 200 282
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:07:54 -0700] "GET /midp/home?id=00016 HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:07:55 -0700] "GET /midp/viewpostings?id=00016&action=view HTTP/1.1" 200 407
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:07:57 -0700] "GET /midp/home?id=00016 HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:07:58 -0700] "GET /midp/viewoffers?id=00016 HTTP/1.1" 200 282
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:07:59 -0700] "GET /midp/home?id=00016 HTTP/1.1" 200 682
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:10:09 -0700] "GET /midp/login HTTP/1.1" 200 271
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:10:10 -0700] "GET /midp/logib HTTP/1.1" 404 1088
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:10:16 -0700] "GET /midp/home?id=11111 HTTP/1.1" 200 809
0:0:0:0:0:0:0:1 - - [02/Apr/2020:13:10:19 -0700] "GET /midp/viewpostings?id=11111&action=view HTTP/1.1" 200 484
